CCAA;numero_playas;ANIO;CONTINENTE_ORIGEN;PAIS_ORIGEN;numero_agencia_viajes;numero_hosteleria;otras_actividades_turisticas;Turistas;PERNOCTACIONES;gasto_total_exucrsionistas;gasto_total_no_transito;gasto_total_transito
Andalucía;426;2020;Europa;Suiza;5798;98988;84816;49603.00;497033.00;247853.18;36855865.74;5284644.31
Andalucía;426;2020;Europa;Rusia;5798;98988;84816;35044.00;269518.00;0.00;4573862.76;0.00
Andalucía;426;2020;Europa;Reino Unido;5798;98988;84816;756000.00;8101861.00;12916488.25;518770577.86;23518018.55
Andalucía;426;2020;Europa;Portugal;5798;98988;84816;203865.00;1676542.00;47711521.29;52344204.60;1893212.02
Andalucía;426;2020;Europa;Países Bajos;5798;98988;84816;455440.00;4982289.00;1423342.50;202656761.26;11903366.78
Andalucía;426;2020;Europa;Italia;5798;98988;84816;160448.00;1609891.00;119582.90;104846335.02;4094502.33
Andalucía;426;2020;Europa;Irlanda;5798;98988;84816;57323.00;625666.00;457183.46;95419431.15;1618148.69
Andalucía;426;2020;Europa;Francia;5798;98988;84816;586188.00;7039670.00;1048769.72;287707967.33;23228660.94
Andalucía;426;2020;Europa;Bélgica;5798;98988;84816;189986.00;1810790.00;301063.48;149222765.43;3316706.35
Andalucía;426;2020;Europa;Alemania;5798;98988;84816;417751.00;6819662.00;1028541.98;244923423.05;11036361.15
Aragón;0;2020;Europa;Suiza;508;15540;17434;3624.00;31442.00;5949.83;1809563.49;144330.08
Aragón;0;2020;Europa;Reino Unido;508;15540;17434;18156.00;185922.00;83879.50;12749442.19;1784741.59
Aragón;0;2020;Europa;Portugal;508;15540;17434;21041.00;199756.00;132842.65;4700443.49;3790275.28
Aragón;0;2020;Europa;Países Bajos;508;15540;17434;77934.00;858548.00;83879.50;1267252.71;0.00
Aragón;0;2020;Europa;Italia;508;15540;17434;36938.00;302265.00;0.00;7921817.45;732741.25
Aragón;0;2020;Europa;Irlanda;508;15540;17434;5188.00;39194.00;0.00;2274604.39;2480.04
Aragón;0;2020;Europa;Francia;508;15540;17434;194568.00;1477852.00;11458089.99;18544738.13;1940274.70
Aragón;0;2020;Europa;Bélgica;508;15540;17434;23744.00;227823.00;19727.72;1587419.94;0.00
Aragón;0;2020;Europa;Alemania;508;15540;17434;69773.00;935303.00;107418.00;6228333.97;0.00
Canarias;677;2020;Europa;Suiza;2542;33574;26364;58254.00;540864.00;3462767.72;66631125.85;1180862.81
Canarias;677;2020;Europa;Rusia;2542;33574;26364;30104.00;238971.00;0.00;21264085.15;0.00
Canarias;677;2020;Europa;Reino Unido;2542;33574;26364;1114271.00;8927233.00;18692263.64;1307707329.77;958143.04
Canarias;677;2020;Europa;Portugal;2542;33574;26364;10753.00;111759.00;0.00;3814621.92;0.00
Canarias;677;2020;Europa;Países Bajos;2542;33574;26364;206931.00;1881643.00;0.00;267939637.34;0.00
Canarias;677;2020;Europa;Italia;2542;33574;26364;170163.00;2140499.00;583956.28;155797751.54;149165.56
Canarias;677;2020;Europa;Irlanda;2542;33574;26364;85280.00;692893.00;0.00;158790909.48;1335198.40
Canarias;677;2020;Europa;Francia;2542;33574;26364;233405.00;2100646.00;661557.39;223495244.85;3889803.51
Canarias;677;2020;Europa;Bélgica;2542;33574;26364;189008.00;1558417.00;312667.15;213013771.60;1450199.85
Canarias;677;2020;Europa;Alemania;2542;33574;26364;830044.00;8674156.00;64109586.04;1067033645.85;7256038.35
Cantabria;81;2020;Europa;Suiza;288;8380;6480;1868.00;18142.00;0.00;3241811.44;27339.09
Cantabria;81;2020;Europa;Reino Unido;288;8380;6480;14446.00;134078.00;0.00;6953792.03;4169704.08
Cantabria;81;2020;Europa;Portugal;288;8380;6480;4989.00;46467.00;0.00;41808.45;167534.45
Cantabria;81;2020;Europa;Países Bajos;288;8380;6480;22696.00;267654.00;0.00;2471550.24;1637316.86
Cantabria;81;2020;Europa;Italia;288;8380;6480;8399.00;81926.00;0.00;4157596.15;0.00
Cantabria;81;2020;Europa;Irlanda;288;8380;6480;1727.00;14809.00;0.00;906580.65;210973.49
Cantabria;81;2020;Europa;Francia;288;8380;6480;50392.00;609740.00;0.00;22865944.87;0.00
Cantabria;81;2020;Europa;Bélgica;288;8380;6480;6177.00;63264.00;0.00;1945782.55;0.00
Cantabria;81;2020;Europa;Alemania;288;8380;6480;26016.00;371368.00;0.00;8973450.93;0.00
Castilla y León;0;2020;Europa;Suiza;1106;33670;22686;16413.00;86895.00;15537.19;2742719.41;3184352.34
Castilla y León;0;2020;Europa;Rusia;1106;33670;22686;1534.00;12923.00;0.00;1980552.60;0.00
Castilla y León;0;2020;Europa;Reino Unido;1106;33670;22686;38015.00;340404.00;0.00;10575057.08;4358840.80
Castilla y León;0;2020;Europa;Portugal;1106;33670;22686;337179.00;3277424.00;21917063.88;8662410.97;12442853.52
Castilla y León;0;2020;Europa;Países Bajos;1106;33670;22686;151270.00;1863792.00;0.00;3979847.06;161032.12
Castilla y León;0;2020;Europa;Italia;1106;33670;22686;64243.00;451308.00;0.00;12891442.60;27724.41
Castilla y León;0;2020;Europa;Irlanda;1106;33670;22686;14180.00;108205.00;0.00;231015.84;1483050.94
Castilla y León;0;2020;Europa;Francia;1106;33670;22686;275778.00;2511914.00;288532.44;31861601.88;30207149.11
Castilla y León;0;2020;Europa;Bélgica;1106;33670;22686;33003.00;246432.00;84647.91;1742493.03;2918618.48
Castilla y León;0;2020;Europa;Alemania;1106;33670;22686;163868.00;2079936.00;85709.70;8751981.54;2122485.95
Castilla-La Mancha;0;2020;Europa;Suiza;878;21430;15840;3710.00;35520.00;0.00;1283760.83;404503.09
Castilla-La Mancha;0;2020;Europa;Reino Unido;878;21430;15840;21767.00;258048.00;0.00;7469241.00;1363398.16
Castilla-La Mancha;0;2020;Europa;Portugal;878;21430;15840;23276.00;208429.00;0.00;743225.43;0.00
Castilla-La Mancha;0;2020;Europa;Países Bajos;878;21430;15840;113091.00;1391693.00;0.00;1186939.74;0.00
Castilla-La Mancha;0;2020;Europa;Italia;878;21430;15840;40424.00;336878.00;31433.93;3550718.37;70383.84
Castilla-La Mancha;0;2020;Europa;Irlanda;878;21430;15840;6400.00;53128.00;0.00;3035541.91;0.00
Castilla-La Mancha;0;2020;Europa;Francia;878;21430;15840;121820.00;1728822.00;291846.88;11386803.91;3232105.93
Castilla-La Mancha;0;2020;Europa;Bélgica;878;21430;15840;15165.00;158170.00;0.00;2567578.39;0.00
Castilla-La Mancha;0;2020;Europa;Alemania;878;21430;15840;69823.00;1161337.00;0.00;6828063.57;0.00
Cataluña;435;2020;Europa;Suiza;5574;89924;131266;90910.00;677216.00;1194940.17;33552894.16;3619262.31
Cataluña;435;2020;Europa;Rusia;5574;89924;131266;64307.00;423313.00;2347723.92;113687935.11;0.00
Cataluña;435;2020;Europa;Reino Unido;5574;89924;131266;352093.00;2954927.00;9402421.97;208525290.36;3764742.14
Cataluña;435;2020;Europa;Portugal;5574;89924;131266;102751.00;1047708.00;87322.78;18381593.68;4552063.23
Cataluña;435;2020;Europa;Países Bajos;5574;89924;131266;636953.00;7198661.00;530222.05;113249310.29;13289529.12
Cataluña;435;2020;Europa;Italia;5574;89924;131266;379543.00;2873785.00;3931958.57;113439657.87;3570568.09
Cataluña;435;2020;Europa;Irlanda;5574;89924;131266;64931.00;647396.00;889969.37;36827222.55;0.00
Cataluña;435;2020;Europa;Francia;5574;89924;131266;1910475.00;14814060.00;267260917.44;661570905.89;41326935.15
Cataluña;435;2020;Europa;Bélgica;5574;89924;131266;224968.00;2028674.00;1468481.26;72874143.62;2584453.52
Cataluña;435;2020;Europa;Alemania;5574;89924;131266;787815.00;9459068.00;2428537.62;195471896.93;5831568.10
Ceuta;14;2020;Europa;Bélgica;70;612;486;360.00;2460.00;0.00;21704.77;0.00
Comunidad de Madrid;0;2020;Europa;Suiza;5644;60566;105986;35422.00;266708.00;258912.30;31462838.06;1707277.25
Comunidad de Madrid;0;2020;Europa;Rusia;5644;60566;105986;15561.00;92706.00;0.00;23761558.73;793826.08
Comunidad de Madrid;0;2020;Europa;Reino Unido;5644;60566;105986;194115.00;1792857.00;566464.50;91769462.30;1833778.93
Comunidad de Madrid;0;2020;Europa;Portugal;5644;60566;105986;96809.00;760986.00;2660996.80;39270826.47;770756.42
Comunidad de Madrid;0;2020;Europa;Países Bajos;5644;60566;105986;334275.00;4363235.00;0.00;35881881.26;1971197.78
Comunidad de Madrid;0;2020;Europa;Italia;5644;60566;105986;142633.00;1219978.00;432179.59;103896333.93;504918.05
Comunidad de Madrid;0;2020;Europa;Irlanda;5644;60566;105986;22096.00;180424.00;0.00;16888732.03;382065.93
Comunidad de Madrid;0;2020;Europa;Francia;5644;60566;105986;496687.00;6167377.00;431248.66;106831976.64;8720965.78
Comunidad de Madrid;0;2020;Europa;Bélgica;5644;60566;105986;62628.00;534941.00;91705.79;31381382.44;1113502.68
Comunidad de Madrid;0;2020;Europa;Alemania;5644;60566;105986;222640.00;3375084.00;133640.23;64168533.66;3097643.39
Comunidad Foral de Navarra;0;2020;Europa;Suiza;254;6874;5938;1807.00;13550.00;0.00;172915.49;0.00
Comunidad Foral de Navarra;0;2020;Europa;Rusia;254;6874;5938;439.00;3175.00;0.00;1167894.50;0.00
Comunidad Foral de Navarra;0;2020;Europa;Reino Unido;254;6874;5938;8203.00;87053.00;0.00;2021332.29;506492.64
Comunidad Foral de Navarra;0;2020;Europa;Portugal;254;6874;5938;19793.00;269384.00;0.00;1550738.70;0.00
Comunidad Foral de Navarra;0;2020;Europa;Países Bajos;254;6874;5938;31422.00;410931.00;0.00;1922390.53;2304.93
Comunidad Foral de Navarra;0;2020;Europa;Italia;254;6874;5938;35271.00;254300.00;0.00;1300738.79;0.00
Comunidad Foral de Navarra;0;2020;Europa;Irlanda;254;6874;5938;4633.00;52015.00;0.00;1470559.97;0.00
Comunidad Foral de Navarra;0;2020;Europa;Francia;254;6874;5938;203986.00;1526754.00;118958625.11;29104531.62;4268348.97
Comunidad Foral de Navarra;0;2020;Europa;Bélgica;254;6874;5938;16723.00;151596.00;111898.40;827340.41;0.00
Comunidad Foral de Navarra;0;2020;Europa;Alemania;254;6874;5938;63216.00;889956.00;337719.70;3635946.42;0.00
Comunidad Valenciana;343;2020;Europa;Suiza;2502;63180;66922;52522.00;554033.00;5999.81;53427383.18;2345314.97
Comunidad Valenciana;343;2020;Europa;Rusia;2502;63180;66922;45671.00;414627.00;0.00;6214574.05;0.00
Comunidad Valenciana;343;2020;Europa;Reino Unido;2502;63180;66922;542159.00;6054859.00;127865.81;535188077.94;2197183.85
Comunidad Valenciana;343;2020;Europa;Portugal;2502;63180;66922;27171.00;257600.00;156420.66;7364702.98;3352323.00
Comunidad Valenciana;343;2020;Europa;Países Bajos;2502;63180;66922;360415.00;4048235.00;17219.83;188386698.21;4487185.72
Comunidad Valenciana;343;2020;Europa;Italia;2502;63180;66922;146088.00;1311229.00;115939.22;99143746.31;819226.27
Comunidad Valenciana;343;2020;Europa;Irlanda;2502;63180;66922;35468.00;359034.00;0.00;23822882.16;505451.85
Comunidad Valenciana;343;2020;Europa;Francia;2502;63180;66922;592665.00;7403273.00;4720466.97;479297299.67;21608726.69
Comunidad Valenciana;343;2020;Europa;Bélgica;2502;63180;66922;255349.00;2672961.00;8956.43;193611788.11;3255261.98
Comunidad Valenciana;343;2020;Europa;Alemania;2502;63180;66922;361771.00;5746999.00;9741.45;165245087.76;3764300.78
Extremadura;0;2020;Europa;Suiza;436;13024;8544;2468.00;20953.00;0.00;507835.55;0.00
Extremadura;0;2020;Europa;Reino Unido;436;13024;8544;12670.00;125029.00;0.00;2338029.47;3830533.65
Extremadura;0;2020;Europa;Portugal;436;13024;8544;217942.00;2344978.00;41657205.16;19199485.14;2335138.79
Extremadura;0;2020;Europa;Países Bajos;436;13024;8544;42843.00;524566.00;2279.79;2530408.32;110649.92
Extremadura;0;2020;Europa;Italia;436;13024;8544;14421.00;132062.00;0.00;1068009.72;0.00
Extremadura;0;2020;Europa;Irlanda;436;13024;8544;3289.00;36369.00;0.00;455646.56;0.00
Extremadura;0;2020;Europa;Francia;436;13024;8544;57132.00;785708.00;17042.59;8066405.45;2085852.24
Extremadura;0;2020;Europa;Bélgica;436;13024;8544;8268.00;77314.00;0.00;751243.65;0.00
Extremadura;0;2020;Europa;Alemania;436;13024;8544;41587.00;687617.00;0.00;3674585.16;0.00
Galicia;872;2020;Europa;Suiza;1114;37294;28480;32297.00;319281.00;89310.29;32444409.90;1466838.41
Galicia;872;2020;Europa;Rusia;1114;37294;28480;2745.00;16185.00;0.00;4059584.14;0.00
Galicia;872;2020;Europa;Reino Unido;1114;37294;28480;41805.00;453468.00;7790836.23;20289669.92;412475.74
Galicia;872;2020;Europa;Portugal;1114;37294;28480;406711.00;3767748.00;59382493.79;39011267.41;7368111.26
Galicia;872;2020;Europa;Países Bajos;1114;37294;28480;89779.00;1248173.00;0.00;3583886.57;4119803.32
Galicia;872;2020;Europa;Italia;1114;37294;28480;27010.00;310488.00;0.00;9073985.16;570971.79
Galicia;872;2020;Europa;Irlanda;1114;37294;28480;4335.00;44144.00;0.00;308545.88;30670.12
Galicia;872;2020;Europa;Francia;1114;37294;28480;217968.00;2530349.00;1877970.85;47756696.30;15815391.11
Galicia;872;2020;Europa;Bélgica;1114;37294;28480;29505.00;412043.00;16964.04;11405821.76;0.00
Galicia;872;2020;Europa;Alemania;1114;37294;28480;89354.00;1670580.00;580699.76;18033924.57;2838551.72
Islas Baleares;345;2020;Europa;Suiza;1066;21358;21600;60603.00;528133.00;35263.63;71429255.38;0.00
Islas Baleares;345;2020;Europa;Rusia;1066;21358;21600;4581.00;33930.00;70502.72;5547311.75;0.00
Islas Baleares;345;2020;Europa;Reino Unido;1066;21358;21600;214711.00;2213478.00;31052.50;235059330.75;346958.17
Islas Baleares;345;2020;Europa;Portugal;1066;21358;21600;11454.00;93953.00;127572.93;997304.32;0.00
Islas Baleares;345;2020;Europa;Países Bajos;1066;21358;21600;117950.00;1136298.00;178883.54;113488995.35;79161.37
Islas Baleares;345;2020;Europa;Italia;1066;21358;21600;125493.00;1160147.00;1899367.10;109208830.84;0.00
Islas Baleares;345;2020;Europa;Irlanda;1066;21358;21600;5056.00;50219.00;0.00;14815893.60;0.00
Islas Baleares;345;2020;Europa;Francia;1066;21358;21600;245270.00;2447768.00;1934328.22;182672613.98;794017.42
Islas Baleares;345;2020;Europa;Bélgica;1066;21358;21600;47627.00;382983.00;252268.76;49747065.25;0.00
Islas Baleares;345;2020;Europa;Alemania;1066;21358;21600;701423.00;6561946.00;2416963.73;723200512.59;349341.26
La Rioja;0;2020;Europa;Suiza;132;3938;5126;612.00;5398.00;0.00;1926078.98;0.00
La Rioja;0;2020;Europa;Rusia;132;3938;5126;105.00;713.00;0.00;365909.72;0.00
La Rioja;0;2020;Europa;Reino Unido;132;3938;5126;3466.00;38563.00;0.00;373640.17;83543.03
La Rioja;0;2020;Europa;Portugal;132;3938;5126;4007.00;41000.00;0.00;4312.48;272082.94
La Rioja;0;2020;Europa;Países Bajos;132;3938;5126;17399.00;222872.00;0.00;195318.45;0.00
La Rioja;0;2020;Europa;Italia;132;3938;5126;4548.00;35754.00;0.00;173740.20;0.00
La Rioja;0;2020;Europa;Irlanda;132;3938;5126;1198.00;7186.00;0.00;347521.88;0.00
La Rioja;0;2020;Europa;Francia;132;3938;5126;21850.00;286726.00;0.00;10415818.72;2567405.23
La Rioja;0;2020;Europa;Bélgica;132;3938;5126;3220.00;21692.00;0.00;33086.14;57812.19
La Rioja;0;2020;Europa;Alemania;132;3938;5126;12412.00;200904.00;0.00;1597252.40;0.00
Melilla;8;2020;Europa;Reino Unido;48;628;500;416.00;4466.00;0.00;15073.31;0.00
Melilla;8;2020;Europa;Italia;48;628;500;382.00;7121.00;0.00;47024.13;0.00
Melilla;8;2020;Europa;Bélgica;48;628;500;599.00;4797.00;0.00;604869.09;0.00
Melilla;8;2020;Europa;Alemania;48;628;500;2278.00;33821.00;0.00;58257.33;0.00
País Vasco;66;2020;Europa;Suiza;916;26204;12450;20608.00;76499.00;370313.59;2872449.81;361811.23
País Vasco;66;2020;Europa;Rusia;916;26204;12450;2815.00;15652.00;0.00;7281370.35;0.00
País Vasco;66;2020;Europa;Reino Unido;916;26204;12450;39563.00;311011.00;1335675.24;18912789.47;4050937.26
País Vasco;66;2020;Europa;Portugal;916;26204;12450;141509.00;1626805.00;618588.45;2922631.46;4662194.35
País Vasco;66;2020;Europa;Países Bajos;916;26204;12450;100517.00;1100212.00;66654.68;14650824.14;228328.78
País Vasco;66;2020;Europa;Italia;916;26204;12450;62237.00;477068.00;0.00;4674414.16;4387968.76
País Vasco;66;2020;Europa;Irlanda;916;26204;12450;15223.00;182332.00;0.00;2434728.42;64910.53
País Vasco;66;2020;Europa;Francia;916;26204;12450;512192.00;3357251.00;348197268.43;61529347.36;22147381.60
País Vasco;66;2020;Europa;Bélgica;916;26204;12450;38229.00;252907.00;349853.62;7322585.54;459478.43
País Vasco;66;2020;Europa;Alemania;916;26204;12450;236170.00;3570065.00;247826.51;31442786.73;4257109.82
Principado de Asturias;208;2020;Europa;Suiza;456;15508;11652;3443.00;36029.00;0.00;649692.63;0.00
Principado de Asturias;208;2020;Europa;Rusia;456;15508;11652;1162.00;8121.00;0.00;911211.22;0.00
Principado de Asturias;208;2020;Europa;Reino Unido;456;15508;11652;14515.00;164820.00;0.00;6927778.55;206714.51
Principado de Asturias;208;2020;Europa;Portugal;456;15508;11652;11557.00;91656.00;1229857.56;510012.02;0.00
Principado de Asturias;208;2020;Europa;Países Bajos;456;15508;11652;41943.00;551884.00;0.00;4059549.06;4031627.30
Principado de Asturias;208;2020;Europa;Italia;456;15508;11652;8958.00;105922.00;0.00;1986284.46;0.00
Principado de Asturias;208;2020;Europa;Irlanda;456;15508;11652;1290.00;11598.00;0.00;192162.96;0.00
Principado de Asturias;208;2020;Europa;Francia;456;15508;11652;54478.00;690522.00;0.00;9353040.75;2668346.78
Principado de Asturias;208;2020;Europa;Bélgica;456;15508;11652;9380.00;103097.00;0.00;2334807.64;0.00
Principado de Asturias;208;2020;Europa;Alemania;456;15508;11652;28839.00;534885.00;0.00;11045948.57;294347.88
Región de Murcia;206;2020;Europa;Suiza;494;14566;13974;4802.00;55613.00;392417.17;10994831.92;619237.21
Región de Murcia;206;2020;Europa;Rusia;494;14566;13974;1794.00;13494.00;0.00;10078947.84;0.00
Región de Murcia;206;2020;Europa;Reino Unido;494;14566;13974;100791.00;1315952.00;0.00;84090632.45;473599.20
Región de Murcia;206;2020;Europa;Portugal;494;14566;13974;9682.00;140457.00;0.00;2780201.42;0.00
Región de Murcia;206;2020;Europa;Países Bajos;494;14566;13974;82574.00;1009188.00;0.00;21067330.39;832316.20
Región de Murcia;206;2020;Europa;Italia;494;14566;13974;28863.00;317805.00;0.00;9980313.34;0.00
Región de Murcia;206;2020;Europa;Irlanda;494;14566;13974;7571.00;100711.00;0.00;5495990.53;0.00
Región de Murcia;206;2020;Europa;Francia;494;14566;13974;97038.00;1346643.00;0.00;44215166.70;1066383.21
Región de Murcia;206;2020;Europa;Bélgica;494;14566;13974;27322.00;312101.00;0.00;15119611.21;0.00
Región de Murcia;206;2020;Europa;Alemania;494;14566;13974;74074.00;1591806.00;0.00;20136532.51;0.00
Andalucía;426;2021;Europa;Suiza;5218;96398;85306;102205.00;796322.00;11187483.48;87186641.45;4051777.45
Andalucía;426;2021;Europa;Rusia;5218;96398;85306;30951.00;214252.00;0.00;6588805.19;0.00
Andalucía;426;2021;Europa;Reino Unido;5218;96398;85306;822844.00;7316854.00;10794533.00;729954091.50;9463671.08
Andalucía;426;2021;Europa;Portugal;5218;96398;85306;287116.00;1764592.00;79724794.09;115331118.28;1368794.19
Andalucía;426;2021;Europa;Países Bajos;5218;96398;85306;484640.00;4355841.00;1786848.94;397540971.89;16857502.32
Andalucía;426;2021;Europa;Italia;5218;96398;85306;178410.00;1432251.00;2078077.24;173175209.62;1204124.23
Andalucía;426;2021;Europa;Irlanda;5218;96398;85306;97212.00;889937.00;418323.04;166275185.77;80920.29
Andalucía;426;2021;Europa;Francia;5218;96398;85306;811798.00;7920436.00;1848248.01;499938835.09;21433851.91
Andalucía;426;2021;Europa;Bélgica;5218;96398;85306;285359.00;2425286.00;478510.89;297477527.24;10417902.22
Andalucía;426;2021;Europa;Alemania;5218;96398;85306;464139.00;4784857.00;7412809.90;449550888.15;14462441.31
Aragón;0;2021;Europa;Suiza;470;14726;17252;6586.00;46310.00;66829.95;5376801.38;59627.94
Aragón;0;2021;Europa;Rusia;470;14726;17252;931.00;5160.00;0.00;2813739.55;0.00
Aragón;0;2021;Europa;Reino Unido;470;14726;17252;18539.00;169285.00;314482.98;6975886.56;1365241.28
Aragón;0;2021;Europa;Portugal;470;14726;17252;26520.00;215719.00;46419.72;2782879.92;630080.66
Aragón;0;2021;Europa;Países Bajos;470;14726;17252;83207.00;710888.00;235881.31;11927611.82;109324.94
Aragón;0;2021;Europa;Italia;470;14726;17252;47234.00;292452.00;0.00;11915425.70;717346.43
Aragón;0;2021;Europa;Irlanda;470;14726;17252;6476.00;44696.00;65428.92;454961.48;0.00
Aragón;0;2021;Europa;Francia;470;14726;17252;232792.00;1596072.00;9120152.79;30383636.48;1249371.24
Aragón;0;2021;Europa;Bélgica;470;14726;17252;36602.00;277077.00;550280.52;6345118.68;2018344.39
Aragón;0;2021;Europa;Alemania;470;14726;17252;67146.00;589514.00;244385.54;8784022.33;605175.87
Canarias;677;2021;Europa;Suiza;2224;32204;25656;102470.00;807806.00;0.00;126342907.30;836466.81
Canarias;677;2021;Europa;Rusia;2224;32204;25656;11915.00;81191.00;0.00;4729805.83;0.00
Canarias;677;2021;Europa;Reino Unido;2224;32204;25656;1336015.00;10353989.00;6898060.36;1502647773.82;2543822.89
Canarias;677;2021;Europa;Portugal;2224;32204;25656;18175.00;136272.00;0.00;26534929.19;0.00
Canarias;677;2021;Europa;Países Bajos;2224;32204;25656;234443.00;1886875.00;543444.27;472228424.16;95581.17
Canarias;677;2021;Europa;Italia;2224;32204;25656;221781.00;1944367.00;2314622.46;354362140.45;0.00
Canarias;677;2021;Europa;Irlanda;2224;32204;25656;95018.00;796494.00;973764.61;274959745.74;0.00
Canarias;677;2021;Europa;Francia;2224;32204;25656;394735.00;3321821.00;5827732.78;504416017.15;0.00
Canarias;677;2021;Europa;Bélgica;2224;32204;25656;219048.00;1752952.00;0.00;377812174.26;0.00
Canarias;677;2021;Europa;Alemania;2224;32204;25656;901552.00;8254847.00;36106884.33;1786945946.85;1403118.54
Cantabria;81;2021;Europa;Suiza;266;8150;6448;4202.00;33952.00;0.00;1767673.28;482134.55
Cantabria;81;2021;Europa;Rusia;266;8150;6448;1353.00;7798.00;0.00;1330682.52;0.00
Cantabria;81;2021;Europa;Reino Unido;266;8150;6448;15698.00;125763.00;0.00;11723998.55;3602847.44
Cantabria;81;2021;Europa;Portugal;266;8150;6448;7491.00;56983.00;1896611.87;2436211.58;162437.45
Cantabria;81;2021;Europa;Países Bajos;266;8150;6448;28422.00;245696.00;0.00;13044214.20;674174.41
Cantabria;81;2021;Europa;Italia;266;8150;6448;10536.00;81295.00;7842.70;7028035.67;0.00
Cantabria;81;2021;Europa;Irlanda;266;8150;6448;2257.00;16242.00;0.00;1703869.92;89451.96
Cantabria;81;2021;Europa;Francia;266;8150;6448;62002.00;599106.00;0.00;35920748.71;2315281.61
Cantabria;81;2021;Europa;Bélgica;266;8150;6448;10497.00;78411.00;0.00;5163856.31;127491.03
Cantabria;81;2021;Europa;Alemania;266;8150;6448;27810.00;254794.00;469497.49;28294216.85;0.00
Castilla y León;0;2021;Europa;Suiza;1044;31846;22762;26529.00;111057.00;16968.09;4479878.91;2022927.95
Castilla y León;0;2021;Europa;Rusia;1044;31846;22762;1275.00;9106.00;0.00;1604815.72;96352.43
Castilla y León;0;2021;Europa;Reino Unido;1044;31846;22762;33110.00;257900.00;0.00;11258772.76;6650672.76
Castilla y León;0;2021;Europa;Portugal;1044;31846;22762;340402.00;2678202.00;14839347.36;10266902.90;15559160.01
Castilla y León;0;2021;Europa;Países Bajos;1044;31846;22762;161235.00;1489656.00;0.00;5956940.50;2111202.50
Castilla y León;0;2021;Europa;Italia;1044;31846;22762;75622.00;423841.00;0.00;8273511.00;44320.26
Castilla y León;0;2021;Europa;Irlanda;1044;31846;22762;16140.00;117620.00;0.00;2009433.02;553727.59
Castilla y León;0;2021;Europa;Francia;1044;31846;22762;375615.00;2526898.00;644228.23;31988286.71;36476697.12
Castilla y León;0;2021;Europa;Bélgica;1044;31846;22762;48684.00;276760.00;32607.84;6240644.35;4194739.85
Castilla y León;0;2021;Europa;Alemania;1044;31846;22762;163027.00;1324934.00;0.00;7045682.87;2547291.43
Castilla-La Mancha;0;2021;Europa;Suiza;818;20752;15752;5754.00;39144.00;0.00;2261282.91;0.00
Castilla-La Mancha;0;2021;Europa;Reino Unido;818;20752;15752;19258.00;175094.00;0.00;8012646.46;0.00
Castilla-La Mancha;0;2021;Europa;Portugal;818;20752;15752;33787.00;277462.00;616706.37;1437449.67;13791.17
Castilla-La Mancha;0;2021;Europa;Países Bajos;818;20752;15752;125727.00;1128025.00;0.00;3324180.37;0.00
Castilla-La Mancha;0;2021;Europa;Italia;818;20752;15752;45331.00;294017.00;0.00;3700645.73;226380.46
Castilla-La Mancha;0;2021;Europa;Irlanda;818;20752;15752;7590.00;51293.00;0.00;918104.88;0.00
Castilla-La Mancha;0;2021;Europa;Francia;818;20752;15752;146599.00;1521556.00;0.00;27810345.21;235857.69
Castilla-La Mancha;0;2021;Europa;Bélgica;818;20752;15752;21131.00;171236.00;0.00;3509052.84;0.00
Castilla-La Mancha;0;2021;Europa;Alemania;818;20752;15752;62866.00;610755.00;0.00;3491700.17;76409.23
Cataluña;435;2021;Europa;Suiza;4930;88194;130966;175013.00;1104412.00;874798.33;139072689.87;2912522.31
Cataluña;435;2021;Europa;Rusia;4930;88194;130966;43837.00;299163.00;390884.49;86072098.51;300404.35
Cataluña;435;2021;Europa;Reino Unido;4930;88194;130966;332425.00;2621053.00;12407275.66;247031019.48;4321949.78
Cataluña;435;2021;Europa;Portugal;4930;88194;130966;125656.00;1002136.00;34881894.20;40715799.72;15565314.34
Cataluña;435;2021;Europa;Países Bajos;4930;88194;130966;676667.00;5879273.00;13357004.60;361296484.66;3980423.88
Cataluña;435;2021;Europa;Italia;4930;88194;130966;493668.00;2854701.00;9236859.70;281928210.06;8031685.87
Cataluña;435;2021;Europa;Irlanda;4930;88194;130966;85091.00;606685.00;4724403.91;123080653.14;879201.55
Cataluña;435;2021;Europa;Francia;4930;88194;130966;2538799.00;17061688.00;404172543.16;1192159209.25;29073673.95
Cataluña;435;2021;Europa;Bélgica;4930;88194;130966;392376.00;2779263.00;6986695.72;189315313.03;7200698.27
Cataluña;435;2021;Europa;Alemania;4930;88194;130966;878210.00;7218787.00;41730617.78;429442459.43;11205459.70
Ceuta;14;2021;Europa;Reino Unido;70;576;492;3618.00;16118.00;0.00;359001.98;0.00
Ceuta;14;2021;Europa;Francia;70;576;492;3443.00;28057.00;0.00;94146.27;0.00
Comunidad de Madrid;0;2021;Europa;Suiza;5002;58904;106406;56471.00;323030.00;0.00;23831700.45;1129714.00
Comunidad de Madrid;0;2021;Europa;Rusia;5002;58904;106406;8511.00;51782.00;0.00;49417551.80;5793519.61
Comunidad de Madrid;0;2021;Europa;Reino Unido;5002;58904;106406;160811.00;1394724.00;119760.14;113492462.79;4298361.41
Comunidad de Madrid;0;2021;Europa;Portugal;5002;58904;106406;131384.00;816445.00;1481300.03;57887093.72;5954256.63
